symbol,name,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm),shares,currency,jakota_indicies
1608.TW,Hua Eng Wire & Cable Co. Ltd. ,Taiwan,Electrical Components and Equipment,274,320,424,424209984,TWD,"[]"
013030.KQ,Hy-Lok Corporation ,South Korea,Industrial Machinery and Supplies and Components,274,146,14,13613200,KRW,"[]"
1899.TSE,Fukuda Corporation ,Japan,Construction and Engineering,273,1070,9,8527400,JPY,"[]"
1760.TW,Panion & Bf Biotech Inc. ,Taiwan,Pharmaceuticals,273,64,86,85739000,TWD,"[]"
3946.TSE,Tomoku Co. Ltd. ,Japan,Paper and Plastic Packaging Products and Materials,273,1468,16,16429600,JPY,"[]"
282880.KQ,COWINTECH Co. Ltd. ,South Korea,Industrial Machinery and Supplies and Components,271,198,10,0,KRW,"[]"
8008.TSE,Yondoshi Holdings Inc. ,Japan,Apparel Accessories and Luxury Goods,270,285,21,21434400,JPY,"[consumer-50]"
451800.KO,Hanwha REIT Co. Ltd. ,South Korea,Office REITs,268,25,71,70600000,KRW,"[]"
2268.TSE,B-R 31 Ice Cream Co.Ltd. ,Japan,Restaurants,267,161,10,9635880,JPY,"[]"
7803.TSE,Bushiroad Inc. ,Japan,Movies and Entertainment,267,338,71,67892096,JPY,"[entertainment-100]"
7467.TSE,Hagiwara Electric Holdings Co. Ltd. ,Japan,Technology Distributors,266,1361,10,9508130,JPY,"[]"
4828.TSE,Business Engineering Corporation ,Japan,IT Consulting and Other Services,264,130,12,11999800,JPY,"[]"
4318.TSE,Quick Co.Ltd. ,Japan,Human Resource and Employment Services,264,195,19,18707600,JPY,"[]"
2493.TW,Ampoc Far-East Co. Ltd. ,Taiwan,Semiconductors,259,106,114,114437000,TWD,"[]"
340570.KQ,T&L Co. Ltd. ,South Korea,Health Care Supplies,255,81,8,0,KRW,"[]"
8936.TWO,Kuo Toong International Co. Ltd. ,Taiwan,Construction and Engineering,254,112,248,248078000,TWD,"[]"
003300.KO,Hanil Holdings Co. Ltd. ,South Korea,Construction Materials,253,1716,31,30831400,KRW,"[]"
2590.TSE,DyDo Group Holdings Inc. ,Japan,Packaged Foods and Meats,590,1298,16,15690300,JPY,"[]"
418550.KQ,JEIO Co. Ltd. ,South Korea,Construction and Engineering,579,67,31,0,KRW,"[]"
290650.KQ,L&C Bio Co. Ltd ,South Korea,Biotechnology,564,45,23,0,KRW,"[]"
6679.TWO,Zilltek Technology Corp. ,Taiwan,Semiconductors,563,51,54,53677000,TWD,"[]"
3433.TSE,TOCALO Co.Ltd. ,Japan,Industrial Machinery and Supplies and Components,552,332,60,59998900,JPY,"[]"
3227.TWO,PixArt Imaging Inc. ,Taiwan,Semiconductors,549,152,146,146100992,TWD,"[]"
8050.TWO,IBASE Technology Inc. ,Taiwan,Technology Hardware Storage and Peripherals,547,224,186,185468992,TWD,"[]"
3019.TW,Asia Optical Co. Inc. ,Taiwan,Electronic Components,546,578,279,279244000,TWD,"[tech-100]"
1104.TW,Universal Cement Corporation ,Taiwan,Construction Materials,545,242,673,673217024,TWD,"[]"
7483.TSE,Doshisha Co.Ltd. ,Japan,Distributors,504,729,34,34140900,JPY,"[]"
9938.TW,Taiwan Paiho Limited ,Taiwan,Textiles,502,407,298,297964000,TWD,"[]"
8159.TSE,Tachibana Eletech Co. Ltd. ,Japan,Technology Distributors,464,1605,24,24292800,JPY,"[]"
2117.TSE,WELLNEO SUGAR Co. Ltd. ,Japan,Packaged Foods and Meats,457,472,33,32761000,JPY,"[]"
8160.TSE,Kisoji Co. Ltd. ,Japan,Restaurants,457,329,28,28161600,JPY,"[]"
1308.TW,Asia Polymer Corporation ,Taiwan,Commodity Chemicals,451,274,594,593742976,TWD,"[]"
6278.TSE,Union Tool Co. ,Japan,Industrial Machinery and Supplies and Components,448,180,17,17275400,JPY,"[]"
6756.TW,VIA Labs Inc. ,Taiwan,Technology Hardware Storage and Peripherals,439,66,69,69009000,TWD,"[]"
9621.TSE,CTI Engineering Co. Ltd. ,Japan,Construction and Engineering,428,617,14,13864600,JPY,"[]"
352480.KQ,C&C International Co. Ltd. ,South Korea,Personal Care Products,426,135,10,0,KRW,"[consumer-50]"
6929.TSE,Nippon Ceramic Co. Ltd. ,Japan,Electronic Components,426,167,24,23591900,JPY,"[tech-100]"
215000.KQ,GOLFZON Co. Ltd. ,South Korea,Leisure Products,425,506,6,6272470,KRW,"[consumer-50]"
383800.KO,LX Holdings Corp. ,South Korea,Industrial Conglomerates,422,265,76,76234896,KRW,"[]"
3762.TSE,TechMatrix Corporation ,Japan,IT Consulting and Other Services,421,329,40,39919100,JPY,"[]"
1419.TW,Shinkong Textile Co. Ltd. ,Taiwan,Textiles,398,109,299,299236992,TWD,"[]"
6153.TW,Career Technology (Mfg.) Co. Ltd. ,Taiwan,Electronic Components,374,442,554,554177984,TWD,"[tech-100]"
3217.TWO,Argosy Research Inc. ,Taiwan,Electronic Equipment and Instruments,374,81,90,90104000,TWD,"[tech-100]"
6619.TSE,W-SCOPE Corporation ,Japan,Commodity Chemicals,374,335,55,55225300,JPY,"[]"
1952.TSE,Shin Nippon Air Technologies Co. Ltd. ,Japan,Building Products,373,774,23,23362200,JPY,"[]"
7244.TSE,Ichikoh Industries Ltd. ,Japan,Automotive Parts and Equipment,373,1026,96,96155200,JPY,"[]"
8163.TW,Darfon Electronics Corp. ,Taiwan,Technology Hardware Storage and Peripherals,373,874,278,280000000,TWD,"[]"
6254.TSE,Nomura Micro Science Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,371,370,9,9306000,JPY,"[]"
1870.TSE,Yahagi Construction Co.Ltd. ,Japan,Construction and Engineering,371,814,43,43009500,JPY,"[]"
8613.TSE,Marusan Securities Co. Ltd. ,Japan,Investment Banking and Brokerage,371,108,66,65522900,JPY,"[]"
2436.TW,Weltrend Semiconductor Inc. ,Taiwan,Semiconductors,371,82,177,176999008,TWD,"[]"
1726.TW,Yung Chi Paint & Varnish Mfg.Co.Ltd ,Taiwan,Commodity Chemicals,370,309,162,162000000,TWD,"[]"
2753.TW,Bafang Yunji International Company Limited ,Taiwan,Restaurants,370,226,66,66345000,TWD,"[]"
9790.TSE,Fukui Computer HoldingsInc. ,Japan,Application Software,369,97,21,20675200,JPY,"[tech-100]"
2908.TSE,Fujicco Co. Ltd. ,Japan,Packaged Foods and Meats,368,378,29,28463800,JPY,"[]"
1720.TW,Standard Chemical & Pharmaceutical Co. Ltd. ,Taiwan,Pharmaceuticals,367,197,179,178696000,TWD,"[]"
9161.TSE,Integrated Design & Engineering HoldingsCo.Ltd. ,Japan,Construction and Engineering,365,979,15,0,JPY,"[]"
2731.TW,Lion Travel Service Co. Ltd. ,Taiwan,Hotels Resorts and Cruise Lines,365,357,93,93220200,TWD,"[]"
3705.TW,YungShin Global Holding Corporation ,Taiwan,Pharmaceuticals,364,217,266,266364992,TWD,"[]"
6112.TW,Metaage Corporation ,Taiwan,IT Consulting and Other Services,363,425,188,188356992,TWD,"[]"
5222.TW,Transcom Inc. ,Taiwan,Semiconductors,362,36,75,74603104,TWD,"[]"
377740.KO,BioNote Inc. ,South Korea,Biotechnology,362,100,102,101976000,KRW,"[]"
228760.KQ,Genomictree Inc. ,South Korea,Biotechnology,361,4,24,0,KRW,"[]"
3733.TSE,Software Service Inc. ,Japan,Health Care Technology,361,239,5,5229460,JPY,"[]"
6741.TWO,91App Inc. ,Taiwan,Application Software,361,43,118,118078000,TWD,"[tech-100]"
6180.TWO,Gamania Digital Entertainment Co. Ltd. ,Taiwan,Interactive Home Entertainment,360,343,176,175494000,TWD,"[consumer-50]"
8337.TSE,The Chiba Kogyo Bank Ltd. ,Japan,Regional Banks,360,350,59,57228000,JPY,"[]"
357120.KO,Koramco Energy Plus Reit ,South Korea,Other Specialized REITs,359,54,89,88534496,KRW,"[]"
5351.TWO,Etron Technology Inc. ,Taiwan,Semiconductors,359,95,288,284462016,TWD,"[]"
6458.TSE,Sinko Industries Ltd. ,Japan,Building Products,359,323,25,24985300,JPY,"[]"
8237.TSE,Matsuya Co. Ltd. ,Japan,Broadline Retail,358,258,53,53056600,JPY,"[consumer-50]"
200130.KQ,Kolmar BNH Co. Ltd. ,South Korea,Personal Care Products,358,427,29,29543600,KRW,"[consumer-50]"
7679.TSE,YAKUODO HOLDINGS Co. Ltd. ,Japan,Drug Retail,358,942,20,19595000,JPY,"[consumer-50]"
6245.TWO,Lanner Electronics Inc. ,Taiwan,Communications Equipment,357,324,126,118042000,TWD,"[tech-100]"
194480.KQ,Devsisters corporation ,South Korea,Interactive Home Entertainment,357,144,11,9965990,KRW,"[consumer-50]"
7350.TSE,Okinawa Financial Group Inc. ,Japan,Regional Banks,357,281,21,21323800,JPY,"[]"
095500.KQ,MNtech Co. Ltd. ,South Korea,Commodity Chemicals,355,433,27,19982600,KRW,"[]"
003240.KO,Taekwang Industrial Co. Ltd. ,South Korea,Commodity Chemicals,354,1852,1,841631,KRW,"[]"
057050.KO,Hyundai Home Shopping Network Corporation ,South Korea,Broadline Retail,353,1569,11,11447800,KRW,"[consumer-50]"
4997.TSE,Nihon Nohyaku Co. Ltd. ,Japan,Fertilizers and Agricultural Chemicals,353,693,78,78423600,JPY,"[]"
3611.TWO,TSC Auto ID Technology Co. Ltd. ,Taiwan,Technology Hardware Storage and Peripherals,352,265,47,46765200,TWD,"[]"
043150.KQ,Value Added Technology Co. Ltd. ,South Korea,Health Care Equipment,351,300,15,14654300,KRW,"[]"
6859.TSE,Espec Corp. ,Japan,Electronic Equipment and Instruments,349,390,22,21832400,JPY,"[tech-100]"
3003.TW,K.S. Terminals Inc. ,Taiwan,Electrical Components and Equipment,349,146,156,155655008,TWD,"[]"
6564.TSE,Midac Holdings Co. Ltd. ,Japan,Environmental and Facilities Services,348,55,28,27603500,JPY,"[]"
3552.TWO,Tung Thih Electronic Co. Ltd. ,Taiwan,Automotive Parts and Equipment,348,301,86,85593000,TWD,"[]"
8360.TSE,The Yamanashi Chuo BankLtd. ,Japan,Regional Banks,348,393,30,31121000,JPY,"[]"
2035.TWO,Tang Eng Iron Works Co. Ltd. ,Taiwan,Steel,348,395,350,350000000,TWD,"[]"
7715.TSE,Nagano Keiki Co. Ltd. ,Japan,Electronic Equipment and Instruments,348,437,19,19042200,JPY,"[tech-100]"
7958.TSE,Tenma Corporation ,Japan,Commodity Chemicals,347,728,22,21644100,JPY,"[]"
3357.TWO,TAI-TECH Advanced Electronics Co. Ltd. ,Taiwan,Electronic Components,347,151,102,102034000,TWD,"[tech-100]"
9942.TW,NAK Sealing Technologies Corporation ,Taiwan,Industrial Machinery and Supplies and Components,346,150,83,83161296,TWD,"[]"
4047.TSE,Kanto Denka Kogyo Co. Ltd. ,Japan,Specialty Chemicals,346,530,58,57452900,JPY,"[]"
1882.TSE,Toa Road Corporation ,Japan,Construction and Engineering,346,824,10,9504230,JPY,"[]"
8084.TSE,Ryoden Corporation ,Japan,Technology Distributors,345,1824,22,21840200,JPY,"[]"
5408.TSE,Nakayama Steel Works Ltd. ,Japan,Steel,343,1301,54,54137300,JPY,"[]"
4933.TSE,I-ne CO. LTD. ,Japan,Personal Care Products,343,267,18,17622100,JPY,"[consumer-50]"
084850.KQ,ITM Semiconductor Co. Ltd. ,South Korea,Semiconductors,342,456,21,0,KRW,"[]"
4641.TSE,Altech Corporation ,Japan,Human Resource and Employment Services,342,316,20,19872700,JPY,"[]"
6363.TSE,Torishima Pump Mfg. Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,341,491,27,26451900,JPY,"[]"
4549.TSE,Eiken Chemical Co. Ltd. ,Japan,Health Care Supplies,339,291,37,37028800,JPY,"[]"
9274.TSE,Kpp Group Holdings Co. Ltd. ,Japan,Trading Companies and Distributors,339,4603,72,71691696,JPY,"[]"
5302.TSE,Nippon Carbon Co. Ltd. ,Japan,Electrical Components and Equipment,339,246,11,11043500,JPY,"[]"
6576.TWO,Foresee Pharmaceuticals Co. Ltd. ,Taiwan,Pharmaceuticals,339,3,136,137420000,TWD,"[]"
2918.TSE,Warabeya Nichiyo Holdings Co. Ltd. ,Japan,Packaged Foods and Meats,338,1409,18,17464300,JPY,"[]"
3198.TSE,SFP Holdings Co. Ltd. ,Japan,Restaurants,338,182,23,25788300,JPY,"[]"
1218.TW,Taisun Enterprise Co. Ltd. ,Taiwan,Packaged Foods and Meats,338,354,486,486320000,TWD,"[]"
3302.TSE,Teikoku Sen-i Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,338,214,26,26112400,JPY,"[]"
241590.KO,Hwaseung Enterprise Co. Ltd. ,South Korea,Footwear,337,1103,61,60589300,KRW,"[consumer-50]"
2585.TSE,Lifedrink Company Inc. ,Japan,Soft Drinks and Non-alcoholic Beverages,337,228,13,12995600,JPY,"[consumer-50]"
8393.TSE,The Miyazaki Bank Ltd. ,Japan,Regional Banks,337,377,17,17267400,JPY,"[]"
131290.KQ,TSE Co. Ltd ,South Korea,Semiconductor Materials and Equipment,337,207,11,10214700,KRW,"[tech-100,semiconductors-25]"
6817.TSE,Sumida Corporation ,Japan,Electronic Components,336,1035,33,32628600,JPY,"[tech-100]"
119610.KQ,Interojo Inc. ,South Korea,Health Care Supplies,335,101,13,11342800,KRW,"[]"
2535.TW,Da-Cin Construction Co.Ltd. ,Taiwan,Construction and Engineering,335,501,325,324864992,TWD,"[]"
4832.TSE,JFE Systems Inc. ,Japan,IT Consulting and Other Services,334,402,16,15705000,JPY,"[]"
6718.TSE,Aiphone Co.Ltd. ,Japan,Communications Equipment,334,385,16,16334200,JPY,"[tech-100]"
7322.TSE,San ju San Financial GroupInc. ,Japan,Regional Banks,333,445,26,26002600,JPY,"[]"
101160.KQ,Worldex Industry & Trading Co. Ltd. ,South Korea,Semiconductors,333,228,17,16511000,KRW,"[]"
8715.TSE,Anicom Holdings Inc. ,Japan,Property and Casualty Insurance,332,397,80,80016704,JPY,"[]"
2734.TSE,SALA Corporation ,Japan,Oil and Gas Refining and Marketing,332,1736,64,63645100,JPY,"[]"
179900.KQ,UTI Inc. ,South Korea,Electronic Components,330,18,16,15864900,KRW,"[tech-100]"
4728.TWO,Sunmax Biotechnology Co. Ltd. ,Taiwan,Biotechnology,330,50,55,54463000,TWD,"[]"
9928.TSE,Miroku Jyoho Service Co. Ltd. ,Japan,Application Software,330,292,30,29858300,JPY,"[tech-100]"
8399.TSE,Bank of The Ryukyus Limited ,Japan,Regional Banks,329,418,42,41549500,JPY,"[]"
031980.KQ,PSK HOLDINGS Inc. ,South Korea,Semiconductor Materials and Equipment,329,66,20,5459500,KRW,"[tech-100,semiconductors-25]"
151860.KQ,KG Eco Technology Services Co. Ltd. ,South Korea,Independent Power Producers and Energy Traders,328,5084,36,36000000,KRW,"[]"
6411.TWO,Amazing Microelectronic Corp. ,Taiwan,Semiconductors,328,73,98,98266600,TWD,"[]"
117730.KQ,T-Robotics.Co.Ltd. ,South Korea,Industrial Machinery and Supplies and Components,328,30,17,5399460,KRW,"[]"
2636.TW,T3EX Global Holdings Corp. ,Taiwan,Air Freight and Logistics,328,541,137,136960992,TWD,"[]"
299900.KQ,Wysiwyg Studios Co. Ltd. ,South Korea,Movies and Entertainment,326,169,171,8867360,KRW,"[entertainment-100]"
6419.TSE,Mars Group Holdings Corporation ,Japan,Leisure Products,325,175,17,16419100,JPY,"[consumer-50]"
8168.TSE,Keiyo Co. Ltd. ,Japan,Home Improvement Retail,324,681,58,58312900,JPY,"[consumer-50]"
8877.TSE,Eslead Corporation ,Japan,Homebuilding,321,565,15,15429700,JPY,"[]"
001720.KO,Shinyoung Securities Co. Ltd. ,South Korea,Investment Banking and Brokerage,320,1094,8,6209310,KRW,"[]"
007690.KO,Kukdo Chemical Co. Ltd. ,South Korea,Commodity Chemicals,320,1089,8,8340530,KRW,"[]"
2980.TSE,SRE Holdings Corporation ,Japan,Diversified Real Estate Activities,320,138,16,16179600,JPY,"[]"
9828.TSE,Genki Sushi Co. Ltd. ,Japan,Restaurants,320,394,9,8827340,JPY,"[]"
3526.TWO,Alltop Technology Co. Ltd. ,Taiwan,Electronic Components,319,70,59,58998000,TWD,"[tech-100]"
8462.TW,Power Wind Health Industry Incorporated ,Taiwan,Leisure Facilities,318,125,79,79375400,TWD,"[consumer-50]"
8345.TSE,The Bank of Iwate Ltd. ,Japan,Regional Banks,318,311,17,17349800,JPY,"[]"
7990.TSE,Globeride Inc. ,Japan,Leisure Products,318,911,23,22971600,JPY,"[consumer-50]"
108670.KO,LX Hausys Ltd. ,South Korea,Building Products,318,2718,10,8949800,KRW,"[]"
399720.KQ,Gaonchips Co. Ltd. ,South Korea,Semiconductors,315,37,12,0,KRW,"[]"
7685.TSE,BuySell Technologies Co.Ltd. ,Japan,Broadline Retail,315,264,15,14583200,JPY,"[consumer-50]"
4599.TSE,StemRIM ,Japan,Biotechnology,314,17,61,60767300,JPY,"[]"
6183.TW,Trade-Van Information Services Co. ,Taiwan,Internet Services and Infrastructure,314,70,150,150000000,TWD,"[tech-100]"
091700.KQ,Partron Co. Ltd. ,South Korea,Electronic Components,314,862,54,52406400,KRW,"[tech-100]"
1709.TW,Formosan Union Chemical Corp. ,Taiwan,Commodity Chemicals,313,317,477,477016000,TWD,"[]"
6333.TSE,Teikoku Electric Mfg.Co.Ltd. ,Japan,Industrial Machinery and Supplies and Components,313,203,18,18146700,JPY,"[]"
7745.TSE,A&D HOLON Holdings Company Limited ,Japan,Electronic Equipment and Instruments,313,418,28,27452200,JPY,"[tech-100]"
9517.TSE,eREX Co.Ltd. ,Japan,Renewable Electricity,313,2030,59,59241200,JPY,"[]"
2486.TW,I-Chiun Precision Industry Co. Ltd. ,Taiwan,Electronic Components,312,152,218,217959008,TWD,"[tech-100]"
6140.TSE,Asahi Diamond Industrial Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,312,268,52,51554700,JPY,"[]"
9740.TSE,Central Security Patrols Co. Ltd. ,Japan,Security and Alarm Services,312,475,15,14590100,JPY,"[]"
6189.TW,Promate Electronic Co.Ltd. ,Taiwan,Technology Distributors,311,820,212,212431008,TWD,"[]"
6507.TSE,Sinfonia Technology Co.Ltd. ,Japan,Heavy Electrical Equipment,311,746,28,28196100,JPY,"[]"
3458.TSE,CRE Inc. ,Japan,Diversified Real Estate Activities,311,367,29,28407500,JPY,"[]"
003520.KO,Yungjin Pharm. Co. Ltd. ,South Korea,Pharmaceuticals,310,171,183,182892000,KRW,"[]"
004430.KO,Songwon Industrial Co. Ltd. ,South Korea,Specialty Chemicals,310,900,24,24000000,KRW,"[]"
6869.TW,J&V Energy Technology Co. Ltd. ,Taiwan,Renewable Electricity,309,234,116,0,TWD,"[]"
6768.TSE,Tamura Corporation ,Japan,Electronic Components,307,751,82,82770400,JPY,"[tech-100]"
1203.TW,Ve Wong Corporation ,Taiwan,Packaged Foods and Meats,307,210,238,237706000,TWD,"[]"
6145.TSE,Nittoku Co.Ltd. ,Japan,Industrial Machinery and Supplies and Components,305,202,18,18066700,JPY,"[]"
6957.TSE,Shibaura Electronics Co.Ltd. ,Japan,Electronic Components,305,229,8,7588160,JPY,"[tech-100]"
1614.TW,Taiwan Sanyo Electric Co.Ltd. ,Taiwan,Household Appliances,302,192,259,258931008,TWD,"[]"
8261.TW,Advanced Power Electronics Co. Ltd. ,Taiwan,Semiconductors,302,96,118,117891000,TWD,"[]"
099430.KQ,BioPlus Co. Ltd. ,South Korea,Health Care Supplies,302,47,58,0,KRW,"[]"
9743.TSE,Tanseisha Co. Ltd. ,Japan,Research and Consulting Services,302,503,48,47598700,JPY,"[]"
4880.TSE,CellSource Co. Ltd. ,Japan,Life Sciences Tools and Services,301,34,19,19055100,JPY,"[]"
7749.TSE,Medikit Co.Ltd. ,Japan,Health Care Equipment,301,151,17,16786900,JPY,"[]"
2929.TSE,Pharma Foods International Co. Ltd. ,Japan,Biotechnology,300,482,29,28784400,JPY,"[]"
017810.KO,Pulmuone Corporate ,South Korea,Packaged Foods and Meats,299,2253,37,36770800,KRW,"[]"
8392.TSE,The Oita Bank Ltd. ,Japan,Regional Banks,299,488,16,15783600,JPY,"[]"
4548.TSE,Seikagaku Corporation ,Japan,Pharmaceuticals,298,241,55,54541100,JPY,"[]"
4726.TSE,SB Technology Corp. ,Japan,IT Consulting and Other Services,298,468,20,19864900,JPY,"[]"
8281.TSE,Xebio Holdings Co. Ltd. ,Japan,Other Specialty Retail,297,1661,44,44212000,JPY,"[]"
9889.TSE,JBCC Holdings Inc. ,Japan,IT Consulting and Other Services,297,419,16,15730900,JPY,"[]"
216080.KQ,JETEMA Co. Ltd. ,South Korea,Pharmaceuticals,296,38,18,0,KRW,"[]"
7840.TSE,France Bed Holdings Co.Ltd. ,Japan,Health Care Services,295,407,36,36020000,JPY,"[]"
6024.TW,Capital Futures Corporation ,Taiwan,Investment Banking and Brokerage,295,74,210,210438000,TWD,"[]"
8387.TSE,The Shikoku Bank Ltd. ,Japan,Regional Banks,295,376,42,41655000,JPY,"[]"
403550.KO,SOCAR Inc. ,South Korea,Passenger Ground Transportation,293,325,33,32788300,KRW,"[consumer-50]"
2698.TSE,Can Do Co. Ltd. ,Japan,Broadline Retail,292,551,16,15975500,JPY,"[consumer-50]"
050890.KQ,SOLiD Inc. ,South Korea,Communications Equipment,292,251,61,51816900,KRW,"[tech-100]"
7844.TSE,Marvelous Inc. ,Japan,Interactive Home Entertainment,292,186,61,60468600,JPY,"[consumer-50]"
6206.TW,Flytech Technology Co. Ltd. ,Taiwan,Electronic Equipment and Instruments,292,131,143,143062000,TWD,"[tech-100]"
6814.TSE,Furuno Electric Co. Ltd. ,Japan,Electronic Equipment and Instruments,291,673,32,31563700,JPY,"[tech-100]"
2450.TW,Senao International Co.Ltd. ,Taiwan,Computer and Electronics Retail,291,1007,258,258252992,TWD,"[consumer-50]"
214680.KQ,DRTECH Corporation ,South Korea,Health Care Equipment,291,72,72,46069500,KRW,"[]"
069080.KQ,Webzen Inc. ,South Korea,Interactive Home Entertainment,291,143,30,31313100,KRW,"[consumer-50]"
6104.TWO,Genesys Logic Inc. ,Taiwan,Semiconductors,290,74,90,90279000,TWD,"[]"
2476.TW,G-SHANK Enterprise Co. Ltd. ,Taiwan,Industrial Machinery and Supplies and Components,290,207,191,190654000,TWD,"[]"
8920.TSE,Tosho Co. Ltd. ,Japan,Leisure Facilities,288,162,38,38307000,JPY,"[consumer-50]"
1301.TSE,Kyokuyo Co. Ltd. ,Japan,Packaged Foods and Meats,288,1862,11,10716600,JPY,"[]"
033100.KQ,Cheryong Electric Co.Ltd. ,South Korea,Electrical Components and Equipment,288,106,16,16062400,KRW,"[]"
2910.TSE,Rock Field Co.Ltd. ,Japan,Restaurants,287,354,27,26597800,JPY,"[]"
394280.KQ,Openedges Technology Inc. ,South Korea,Semiconductors,287,5,21,0,KRW,"[]"
8707.TSE,IwaiCosmo Holdings Inc. ,Japan,Investment Banking and Brokerage,287,142,24,23488900,JPY,"[]"
003280.KO,Heung-A Shipping Co.Ltd. ,South Korea,Marine Transportation,286,144,240,240264992,KRW,"[]"
448730.KO,Samsung FN REIT Co. Ltd. ,South Korea,Office REITs,286,27,77,77300000,KRW,"[]"
9927.TW,Thye Ming Industrial Co. Ltd. ,Taiwan,Diversified Metals and Mining,286,273,167,167319008,TWD,"[]"
2387.TW,Sunrex Technology Corporation ,Taiwan,Technology Hardware Storage and Peripherals,283,761,193,193000992,TWD,"[]"
9381.TSE,AIT Corporation ,Japan,Air Freight and Logistics,283,468,24,23493600,JPY,"[]"
033640.KQ,Nepes Corporation ,South Korea,Semiconductors,283,406,23,22651200,KRW,"[]"
4097.TSE,Koatsu Gas Kogyo Co. Ltd. ,Japan,Industrial Gases,282,638,55,55204000,JPY,"[]"
4449.TSE,giftee Inc. ,Japan,Interactive Media and Services,282,42,29,29235100,JPY,"[consumer-50,entertainment-100]"
3964.TSE,Aucnet Inc. ,Japan,Specialized Consumer Services,281,289,24,23732200,JPY,"[]"
3104.TSE,Fujibo Holdings Inc. ,Japan,Textiles,281,253,12,11467400,JPY,"[]"
2546.TW,Kedge Construction Co. Ltd. ,Taiwan,Construction and Engineering,279,527,121,120722000,TWD,"[]"
4923.TSE,Cota Co. Ltd. ,Japan,Personal Care Products,279,62,26,25680000,JPY,"[consumer-50]"
6789.TSE,Roland DG Corporation ,Japan,Technology Hardware Storage and Peripherals,278,360,12,12222400,JPY,"[]"
2314.TW,Microelectronics Technology Inc. ,Taiwan,Communications Equipment,278,153,238,238028000,TWD,"[tech-100]"
